"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","x1stFlrSF","x2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","x3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","target"
619,"__20","RL",90.0,11694,"Pave","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2007,2007,"Hip","CompShg","CemntBd","CmentBd","BrkFace",452,"Ex","TA","PConc","Ex","TA","Av","GLQ",48.0,"Unf",0.0,1774.0,1822.0,"GasA","Ex","Y","SBrkr",1828,0,0,1828,0.0,0.0,2,0,3,1,"Gd",9,"Typ",1,"Gd","Attchd",2007.0,"Unf",3.0,774.0,"TA","TA","Y",0,108,0,0,260,0,0,7,2007,"New","Partial",12.659734090733718
620,"__60","RL",85.0,12244,"Pave","Reg","Lvl","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,2003,2003,"Hip","CompShg","VinylSd","VinylSd","Stone",226,"Gd","TA","PConc","Gd","TA","Gd","GLQ",871.0,"Unf",0.0,611.0,1482.0,"GasA","Ex","Y","SBrkr",1482,780,0,2262,1.0,0.0,2,1,4,1,"Gd",10,"Typ",2,"Gd","Attchd",2003.0,"Fin",3.0,749.0,"TA","TA","Y",168,0,0,0,0,0,0,8,2008,"WD","Normal",12.628067055589549
621,"__30","RL",45.0,8248,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,1914,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",41.0,"Unf",0.0,823.0,864.0,"GasA","TA","N","FuseF",864,0,0,864,1.0,0.0,1,0,2,1,"TA",5,"Typ",0,"None","_NA",1979.0,"_NA",0.0,0.0,"_NA","_NA","N",0,0,100,0,0,0,0,9,2008,"WD","Normal",11.112447898373103
622,"__60","RL",90.0,10800,"Pave","Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,7,1974,1997,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",956.0,"Rec",182.0,384.0,1522.0,"GasA","TA","Y","SBrkr",1548,1066,0,2614,0.0,0.0,2,1,4,1,"TA",9,"Typ",1,"TA","Attchd",1974.0,"RFn",2.0,624.0,"TA","TA","Y",38,243,0,0,0,0,0,6,2008,"WD","Normal",12.388394202324129
623,"__20","RL",71.0,7064,"Pave","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",153,"TA","TA","CBlock","TA","TA","No","BLQ",560.0,"Unf",0.0,420.0,980.0,"GasA","TA","Y","SBrkr",980,0,0,980,0.0,0.0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd",1986.0,"Unf",2.0,484.0,"TA","TA","Y",192,0,0,0,0,0,0,7,2009,"WD","Normal",11.813030057420567
624,"__160","FV",35.20954650782702,2117,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",513,"Gd","TA","PConc","Gd","TA","No","GLQ",420.0,"Unf",0.0,336.0,756.0,"GasA","Ex","Y","SBrkr",756,756,0,1512,0.0,0.0,2,1,2,1,"Gd",4,"Typ",1,"TA","Detchd",2000.0,"Unf",2.0,440.0,"TA","TA","Y",0,32,0,0,0,0,0,6,2007,"WD","Normal",12.034691028774553
625,"__60","RL",80.0,10400,"Pave","Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,1972,1972,"Gable","CompShg","VinylSd","VinylSd","None",288,"TA","TA","CBlock","TA","TA","No","Rec",247.0,"Unf",0.0,485.0,732.0,"GasA","Gd","Y","SBrkr",1012,778,0,1790,1.0,0.0,1,2,4,1,"TA",8,"Min2",1,"TA","Attchd",1972.0,"RFn",2.0,484.0,"TA","TA","Y",148,0,0,0,147,0,0,11,2006,"WD","Normal",12.014609430818936
626,"__20","RL",87.0,10000,"Pave","IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1962,1962,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",261,"TA","TA","CBlock","TA","TA","No","Unf",0.0,"Unf",0.0,1116.0,1116.0,"GasA","TA","Y","SBrkr",1116,0,0,1116,0.0,0.0,1,1,3,1,"TA",5,"Typ",0,"None","Attchd",1962.0,"Unf",2.0,440.0,"TA","TA","Y",0,0,0,0,385,0,0,2,2010,"WD","Normal",11.982929094215963
627,"__20","RL",85.52062779106441,12342,"Pave","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1978,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0.0,"Unf",0.0,978.0,978.0,"GasA","TA","Y","SBrkr",1422,0,0,1422,0.0,0.0,1,0,3,1,"TA",6,"Min1",1,"TA","Attchd",1960.0,"RFn",1.0,286.0,"TA","TA","Y",0,0,36,0,0,0,600,8,2007,"WD","Normal",11.848683160653573
628,"__80","RL",80.0,9600,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,1955,1972,"Gable","CompShg","AsbShng","AsbShng","BrkFace",164,"TA","TA","CBlock","TA","TA","Av","BLQ",674.0,"LwQ",132.0,350.0,1156.0,"GasA","Ex","Y","SBrkr",1520,0,0,1520,1.0,0.0,1,0,3,1,"TA",7,"Typ",2,"Gd","Basment",1955.0,"RFn",1.0,364.0,"TA","TA","Y",0,0,189,0,0,0,0,3,2010,"WD","Normal",11.938193200374572
629,"__60","RL",70.0,11606,"Pave","IR1","HLS","Inside","Sev","NAmes","Norm","Norm","1Fam","2Story",5,5,1969,1969,"Gable","CompShg","Plywood","Plywood","BrkFace",192,"TA","TA","PConc","Gd","TA","Av","Rec",650.0,"Unf",0.0,390.0,1040.0,"GasA","TA","Y","SBrkr",1040,1040,0,2080,0.0,1.0,1,2,5,1,"Fa",9,"Typ",2,"TA","Attchd",1969.0,"Unf",2.0,504.0,"TA","TA","Y",335,0,0,0,0,0,0,9,2007,"WD","Family",11.813030057420567
630,"__80","RL",82.0,9020,"Pave","Reg","Lvl","Corner","Gtl","NAmes","Feedr","Norm","1Fam","SLvl",6,5,1964,1964,"Gable","WdShngl","Plywood","Wd Sdng","BrkFace",259,"TA","TA","CBlock","TA","TA","Gd","GLQ",624.0,"Rec",336.0,288.0,1248.0,"GasA","TA","Y","SBrkr",1350,0,0,1350,1.0,0.0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd",1964.0,"RFn",2.0,520.0,"TA","TA","Y",176,0,0,0,0,0,0,6,2008,"WD","Normal",12.034691028774553
631,"__70","RM",50.0,9000,"Pave","Reg","Lvl","Corner","Gtl","OldTown","Artery","Norm","1Fam","2Story",5,6,1880,1991,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","Fa","Fa","No","Unf",0.0,"Unf",0.0,636.0,636.0,"GasA","TA","Y","FuseA",1089,661,0,1750,0.0,0.0,1,0,3,1,"Ex",8,"Typ",0,"None","Detchd",1937.0,"Unf",1.0,240.0,"Fa","Po","N",0,0,293,0,0,0,0,6,2006,"WD","Abnorml",11.728036844587175
632,"__120","RL",34.0,4590,"Pave","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",108,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",24.0,"Unf",0.0,1530.0,1554.0,"GasA","Ex","Y","SBrkr",1554,0,0,1554,0.0,0.0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006.0,"RFn",2.0,627.0,"TA","TA","Y",156,73,0,0,0,0,0,8,2007,"WD","Normal",12.25247901834433
633,"__20","RL",85.0,11900,"Pave","Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1977,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",209,"TA","Gd","CBlock","TA","TA","No","ALQ",822.0,"Unf",0.0,564.0,1386.0,"GasA","TA","Y","SBrkr",1411,0,0,1411,0.0,0.0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1977.0,"Fin",2.0,544.0,"TA","TA","Y",192,0,0,0,0,0,0,4,2009,"WD","Family",11.320553572322773
634,"__20","RL",80.0,9250,"Pave","Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",480.0,"LwQ",468.0,108.0,1056.0,"GasA","TA","Y","SBrkr",1056,0,0,1056,0.0,1.0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd",1954.0,"Unf",1.0,260.0,"TA","TA","Y",390,0,0,0,0,0,0,7,2007,"WD","Normal",11.845102777308561
635,"__90","RL",64.0,6979,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","Duplex","SFoyer",6,5,1980,1980,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",1056.0,"Unf",0.0,0.0,1056.0,"GasA","Gd","Y","SBrkr",1056,0,0,1056,2.0,0.0,0,0,0,2,"TA",4,"Typ",0,"None","Detchd",1980.0,"Unf",2.0,576.0,"TA","TA","Y",264,56,0,0,0,0,600,6,2010,"WD","Normal",11.877568578558138
636,"__190","RH",60.0,10896,"Pave","Reg","Bnk","Inside","Gtl","SWISU","Feedr","Norm","2fmCon","2.5Fin",6,7,1914,1995,"Hip","CompShg","VinylSd","VinylSd","None",0,"Fa","TA","CBlock","TA","Fa","No","LwQ",256.0,"Unf",0.0,1184.0,1440.0,"GasA","Ex","Y","FuseA",1440,1440,515,3395,0.0,0.0,2,0,8,2,"Fa",14,"Typ",0,"None","_NA",1979.0,"_NA",0.0,0.0,"_NA","_NA","N",0,110,0,0,0,0,0,3,2007,"WD","Abnorml",12.206072645530174
637,"__30","RM",51.0,6120,"Pave","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",2,3,1936,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"Fa","Fa","BrkTil","TA","Fa","No","Unf",0.0,"Unf",0.0,264.0,264.0,"Grav","Fa","N","FuseA",800,0,0,800,0.0,0.0,1,0,1,1,"Fa",4,"Maj1",1,"Po","_NA",1979.0,"_NA",0.0,0.0,"_NA","_NA","N",0,0,0,0,0,0,0,1,2009,"ConLw","Normal",11.002099841204238
638,"__190","RM",50.0,6000,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin",5,4,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0.0,"Unf",0.0,811.0,811.0,"GasA","TA","Y","FuseA",811,576,0,1387,0.0,0.0,2,0,3,2,"Gd",7,"Typ",0,"None","BuiltIn",1954.0,"Unf",1.0,256.0,"TA","TA","Y",0,0,0,0,0,0,0,11,2009,"WD","Normal",11.440354772135393
639,"__30","RL",67.0,8777,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Feedr","Norm","1Fam","1Story",5,7,1910,1950,"Gable","CompShg","MetalSd","Wd Sdng","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",0.0,"Unf",0.0,796.0,796.0,"GasA","Gd","Y","FuseA",796,0,0,796,0.0,0.0,1,0,2,1,"TA",4,"Typ",0,"None","_NA",1979.0,"_NA",0.0,0.0,"_NA","_NA","P",328,0,164,0,0,0,0,5,2008,"WD","Normal",11.350406535472453
640,"__120","RL",53.0,3982,"Pave","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","Av","GLQ",1154.0,"Unf",0.0,366.0,1520.0,"GasA","Ex","Y","SBrkr",1567,0,0,1567,1.0,0.0,2,0,1,1,"Ex",7,"Typ",1,"Gd","Attchd",2006.0,"Fin",3.0,648.0,"TA","TA","Y",312,0,0,0,0,0,0,10,2006,"New","Partial",12.485827127509431
641,"__120","RL",62.0,12677,"Pave","IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2003,2004,"Hip","CompShg","MetalSd","MetalSd","BrkFace",472,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1218.0,"Unf",0.0,300.0,1518.0,"GasA","Ex","Y","SBrkr",1518,0,0,1518,0.0,0.0,1,1,1,1,"Ex",6,"Typ",1,"Gd","Attchd",2003.0,"RFn",2.0,588.0,"TA","TA","Y",185,140,0,0,0,0,0,4,2008,"WD","Normal",12.520883385370206
642,"__60","FV",64.2531703019088,7050,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",738.0,"Unf",0.0,319.0,1057.0,"GasA","Ex","Y","SBrkr",1057,872,0,1929,1.0,0.0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2001.0,"Fin",2.0,650.0,"TA","TA","Y",0,235,0,0,0,0,0,5,2007,"WD","Normal",12.328290278254423
643,"__80","RL",75.0,13860,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",8,7,1972,1995,"Gable","CompShg","Plywood","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",1410.0,"Unf",0.0,542.0,1952.0,"GasA","Gd","Y","SBrkr",2000,704,0,2704,1.0,0.0,2,1,4,1,"Ex",9,"Typ",3,"TA","Attchd",1972.0,"Fin",2.0,538.0,"TA","TA","Y",269,111,0,0,0,0,0,7,2009,"WD","Normal",12.751299696013497
644,"__60","RL",80.0,10793,"Pave","Reg","Lvl","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",5,5,1969,1969,"Mansard","CompShg","WdShing","HdBoard","BrkFace",263,"TA","TA","CBlock","TA","TA","No","Rec",493.0,"BLQ",287.0,0.0,780.0,"GasA","Ex","Y","SBrkr",780,840,0,1620,0.0,0.0,2,1,4,1,"TA",7,"Min1",0,"None","Attchd",1969.0,"Fin",2.0,462.0,"TA","TA","Y",208,0,0,0,0,0,0,4,2007,"WD","Normal",11.931635799828413
645,"__20","FV",85.0,9187,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",9,5,2009,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",162,"Ex","TA","PConc","Ex","TA","Mn","GLQ",1121.0,"Unf",0.0,645.0,1766.0,"GasA","Ex","Y","SBrkr",1766,0,0,1766,1.0,0.0,2,1,2,1,"Ex",7,"Typ",1,"Gd","Attchd",2009.0,"Fin",3.0,478.0,"TA","TA","Y",195,130,0,0,0,0,0,10,2009,"New","Partial",12.823628446539173
646,"__20","RL",78.993670632526,10530,"Pave","IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1971,1971,"Hip","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",282.0,"LwQ",35.0,664.0,981.0,"GasA","TA","Y","SBrkr",981,0,0,981,1.0,0.0,1,1,3,1,"TA",5,"Typ",0,"None","Detchd",1979.0,"Unf",2.0,576.0,"TA","TA","Y",0,312,40,0,0,0,0,3,2007,"WD","Normal",11.872346634576987
647,"__20","RL",60.0,7200,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1950,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","_NA","_NA","_NA","_NA",0.0,"_NA",0.0,0.0,0.0,"GasA","Gd","Y","SBrkr",1048,0,0,1048,0.0,0.0,1,0,3,1,"TA",7,"Min1",0,"None","Detchd",1950.0,"Unf",2.0,420.0,"TA","TA","Y",0,27,0,0,0,0,0,7,2008,"WD","Normal",11.495779306135258
648,"__20","RL",85.0,10452,"Pave","IR1","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,5,1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","Stone",216,"TA","TA","CBlock","TA","TA","Mn","Rec",500.0,"Unf",0.0,594.0,1094.0,"GasA","Ex","Y","SBrkr",1094,0,0,1094,0.0,0.0,1,0,3,1,"TA",5,"Typ",2,"Gd","Attchd",1953.0,"RFn",2.0,495.0,"TA","TA","Y",0,0,0,0,287,0,0,6,2008,"WD","Normal",11.951180395901384
649,"__60","RL",70.0,7700,"Pave","Reg","Lvl","Inside","Gtl","NAmes","PosN","Norm","1Fam","2Story",6,5,1966,1966,"Gable","CompShg","MetalSd","MetalSd","BrkFace",351,"TA","TA","CBlock","TA","TA","No","Unf",0.0,"Unf",0.0,756.0,756.0,"GasA","TA","Y","SBrkr",1051,788,0,1839,0.0,0.0,1,1,4,1,"TA",7,"Typ",1,"TA","Attchd",1966.0,"Unf",2.0,442.0,"TA","TA","Y",0,124,216,0,0,0,0,6,2010,"WD","Normal",11.951180395901384
650,"__180","RM",21.0,1936,"Pave","Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",4,6,1970,1970,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",131.0,"GLQ",499.0,0.0,630.0,"GasA","Gd","Y","SBrkr",630,0,0,630,1.0,0.0,1,0,1,1,"TA",3,"Typ",0,"None","_NA",1979.0,"_NA",0.0,0.0,"_NA","_NA","Y",0,0,0,0,0,0,0,12,2007,"WD","Normal",11.344506813345266
651,"__60","FV",65.0,8125,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,6,2007,2007,"Gable","CompShg","CemntBd","CmentBd","_NA",0,"Gd","TA","PConc","Gd","TA","No","Unf",0.0,"Unf",0.0,813.0,813.0,"GasA","Ex","Y","SBrkr",822,843,0,1665,0.0,0.0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd",2007.0,"RFn",2.0,562.0,"TA","TA","Y",0,0,0,0,0,0,0,5,2008,"WD","Normal",12.235388699864227
652,"__70","RL",60.0,9084,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Artery","Norm","1Fam","2Story",4,5,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Mn","Unf",0.0,"Unf",0.0,755.0,755.0,"GasA","TA","Y","SBrkr",755,755,0,1510,1.0,0.0,1,0,4,1,"TA",7,"Typ",1,"Gd","Detchd",1940.0,"Unf",1.0,296.0,"Fa","Po","P",120,0,0,0,0,0,0,10,2009,"WD","Normal",11.589886506106357
653,"__60","RL",70.0,8750,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1996,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0.0,"Unf",0.0,880.0,880.0,"GasA","Ex","Y","SBrkr",909,807,0,1716,0.0,0.0,2,1,2,1,"Gd",7,"Typ",1,"TA","Attchd",1996.0,"RFn",2.0,512.0,"TA","TA","Y",0,120,0,0,0,0,0,7,2009,"WD","Normal",12.160028707028767
654,"__50","RM",60.0,10320,"Pave","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,7,1906,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0.0,"Unf",0.0,756.0,756.0,"GasA","Ex","Y","SBrkr",756,713,0,1469,0.0,0.0,1,0,3,1,"TA",7,"Typ",0,"None","Detchd",1906.0,"Unf",1.0,216.0,"TA","TA","Y",57,0,239,0,0,0,0,6,2008,"WD","Normal",11.813030057420567
655,"__20","RL",91.0,10437,"Pave","IR1","Lvl","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,6,1995,1995,"Hip","CompShg","MetalSd","MetalSd","BrkFace",660,"Gd","Gd","PConc","Gd","TA","Gd","GLQ",1696.0,"Unf",0.0,413.0,2109.0,"GasA","Ex","Y","SBrkr",2113,0,0,2113,1.0,0.0,2,1,2,1,"Gd",7,"Typ",1,"TA","Attchd",1995.0,"Fin",3.0,839.0,"TA","TA","Y",236,46,0,0,0,0,0,8,2008,"WD","Normal",12.765688433465597
656,"__160","RM",21.0,1680,"Pave","Reg","Lvl","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CompShg","HdBoard","ImStucc","BrkFace",381,"TA","TA","CBlock","TA","TA","No","Unf",0.0,"Unf",0.0,525.0,525.0,"GasA","TA","Y","SBrkr",525,567,0,1092,0.0,0.0,1,1,3,1,"TA",6,"Typ",0,"None","Detchd",1971.0,"Unf",1.0,264.0,"TA","TA","Y",0,0,0,0,0,0,0,3,2010,"WD","Family",11.385092093460344
657,"__20","RL",72.0,10007,"Pave","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,2006,"Gable","CompShg","HdBoard","HdBoard","BrkFace",54,"Gd","TA","CBlock","TA","TA","No","ALQ",806.0,"Unf",0.0,247.0,1053.0,"GasA","Ex","Y","SBrkr",1053,0,0,1053,1.0,0.0,1,1,3,1,"Gd",5,"Typ",0,"None","Attchd",1959.0,"RFn",1.0,312.0,"TA","TA","Y",0,0,0,0,0,0,0,8,2008,"WD","Normal",11.887931365593685
658,"__70","RL",60.0,7200,"Pave","Reg","HLS","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",7,6,1931,2000,"Gable","CompShg","Stucco","Wd Shng","None",0,"TA","Fa","BrkTil","Gd","TA","No","Unf",0.0,"Unf",0.0,776.0,776.0,"GasA","TA","Y","SBrkr",851,651,0,1502,0.0,0.0,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd",1931.0,"RFn",1.0,270.0,"TA","TA","P",0,0,112,0,0,0,0,2,2008,"WD","Normal",11.911701584927597
659,"__50","RL",78.0,17503,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,5,1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0.0,"Unf",0.0,912.0,912.0,"GasA","TA","Y","SBrkr",912,546,0,1458,0.0,1.0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1948.0,"Unf",1.0,330.0,"TA","TA","Y",192,0,0,0,0,0,0,1,2010,"WD","Abnorml",11.487607656985938
660,"__20","RL",75.0,9937,"Pave","Reg","Lvl","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1964,1999,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","TA","TA","No","BLQ",637.0,"Unf",0.0,849.0,1486.0,"GasA","Ex","Y","SBrkr",1486,0,0,1486,1.0,0.0,1,0,3,1,"TA",7,"Typ",0,"None","Detchd",1968.0,"Fin",2.0,480.0,"TA","TA","Y",0,0,0,0,0,0,0,3,2009,"WD","Normal",12.025749091398891
661,"__60","RL",87.29789846796473,12384,"Pave","Reg","Lvl","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,7,1976,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",233,"TA","TA","CBlock","Gd","TA","No","Unf",0.0,"Unf",0.0,793.0,793.0,"GasA","TA","Y","SBrkr",1142,793,0,1935,0.0,0.0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1976.0,"RFn",2.0,550.0,"TA","TA","Y",0,113,252,0,0,0,0,11,2007,"WD","Normal",12.195517131590657
662,"__60","RL",52.0,46589,"Pave","IR2","Lvl","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,7,1994,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",528,"Gd","TA","PConc","Gd","Gd","No","GLQ",1361.0,"Rec",180.0,88.0,1629.0,"GasA","Ex","Y","SBrkr",1686,762,0,2448,1.0,0.0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1994.0,"RFn",3.0,711.0,"TA","TA","Y",517,76,0,0,0,0,0,7,2009,"WD","Normal",12.904207367601158
663,"__20","RL",120.0,13560,"Pave","Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,3,1968,1968,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",216,"TA","TA","CBlock","Fa","Fa","No","Unf",0.0,"Unf",0.0,1392.0,1392.0,"GasA","Gd","Y","SBrkr",1392,0,0,1392,1.0,0.0,1,0,2,1,"TA",5,"Maj2",2,"TA","Attchd",1968.0,"RFn",2.0,576.0,"TA","TA","Y",0,0,240,0,0,0,0,7,2009,"WD","Normal",11.608235644774552
664,"__85","RL",90.0,10012,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","SFoyer",4,5,1972,1972,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",920.0,"Rec",180.0,38.0,1138.0,"GasA","TA","Y","SBrkr",1181,0,0,1181,1.0,0.0,2,0,3,1,"TA",6,"Typ",0,"None","Detchd",1974.0,"RFn",2.0,588.0,"TA","TA","Y",0,0,180,0,0,0,0,4,2008,"WD","Normal",11.831379196088763
665,"__20","RL",49.0,20896,"Pave","IR2","Lvl","CulDSac","Gtl","Somerst","RRAn","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Mn","GLQ",1721.0,"Unf",0.0,356.0,2077.0,"GasA","Ex","Y","SBrkr",2097,0,0,2097,1.0,0.0,1,1,1,1,"Ex",8,"Typ",1,"Ex","Attchd",2005.0,"Fin",3.0,1134.0,"TA","TA","Y",192,267,0,0,0,0,0,1,2006,"New","Partial",12.955127458028414
666,"__60","RL",106.0,11194,"Pave","IR1","Lvl","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"Gd","TA","PConc","Gd","TA","No","Unf",0.0,"Unf",0.0,1406.0,1406.0,"GasA","Ex","Y","SBrkr",1454,482,0,1936,0.0,0.0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2000.0,"RFn",2.0,504.0,"TA","TA","Y",188,124,0,0,0,0,0,11,2006,"WD","Normal",12.348006141418841
